AMS,ADNN,Dataset,VMS,VDNN,T,Bf,Cost_history,T_pred,Bf_pred
0.04614786,8.74767114,"AMS1_ADNN1_VMS1_VDNN1.npy, AMS1_ADNN1_VMS1_VDNN2.npy, AMS1_ADNN1_VMS1_VDNN3.npy, AMS1_ADNN1_VMS1_VDNN4.npy, AMS1_ADNN1_VMS1_VDNN5.npy, AMS1_ADNN1_VMS2_VDNN1.npy, AMS1_ADNN1_VMS2_VDNN2.npy, AMS1_ADNN1_VMS2_VDNN3.npy, AMS1_ADNN1_VMS2_VDNN4.npy, AMS1_ADNN1_VMS2_VDNN5.npy, AMS1_ADNN1_VMS3_VDNN1.npy, AMS1_ADNN1_VMS3_VDNN2.npy, AMS1_ADNN1_VMS3_VDNN3.npy, AMS1_ADNN1_VMS3_VDNN4.npy, AMS1_ADNN1_VMS3_VDNN5.npy, AMS1_ADNN1_VMS4_VDNN1.npy, AMS1_ADNN1_VMS4_VDNN2.npy, AMS1_ADNN1_VMS4_VDNN3.npy, AMS1_ADNN1_VMS4_VDNN4.npy, AMS1_ADNN1_VMS4_VDNN5.npy, AMS1_ADNN1_VMS5_VDNN1.npy, AMS1_ADNN1_VMS5_VDNN2.npy, AMS1_ADNN1_VMS5_VDNN3.npy, AMS1_ADNN1_VMS5_VDNN4.npy, AMS1_ADNN1_VMS5_VDNN5.npy",0.0487785494115578,16.940523954067803,38.06772080903795,45,0.0623244576629638,42.7243266365853,48
0.04614786,24.4029475,"AMS1_ADNN2_VMS1_VDNN1.npy, AMS1_ADNN2_VMS1_VDNN2.npy, AMS1_ADNN2_VMS1_VDNN3.npy, AMS1_ADNN2_VMS1_VDNN4.npy, AMS1_ADNN2_VMS1_VDNN5.npy, AMS1_ADNN2_VMS2_VDNN1.npy, AMS1_ADNN2_VMS2_VDNN2.npy, AMS1_ADNN2_VMS2_VDNN3.npy, AMS1_ADNN2_VMS2_VDNN4.npy, AMS1_ADNN2_VMS2_VDNN5.npy, AMS1_ADNN2_VMS3_VDNN1.npy, AMS1_ADNN2_VMS3_VDNN2.npy, AMS1_ADNN2_VMS3_VDNN3.npy, AMS1_ADNN2_VMS3_VDNN4.npy, AMS1_ADNN2_VMS3_VDNN5.npy, AMS1_ADNN2_VMS4_VDNN1.npy, AMS1_ADNN2_VMS4_VDNN2.npy, AMS1_ADNN2_VMS4_VDNN3.npy, AMS1_ADNN2_VMS4_VDNN4.npy, AMS1_ADNN2_VMS4_VDNN5.npy, AMS1_ADNN2_VMS5_VDNN1.npy, AMS1_ADNN2_VMS5_VDNN2.npy, AMS1_ADNN2_VMS5_VDNN3.npy, AMS1_ADNN2_VMS5_VDNN4.npy, AMS1_ADNN2_VMS5_VDNN5.npy",0.0499689357225446,17.25835578987159,46.93452249944672,50,0.0632757265716552,42.984851129361516,48
0.04614786,103.460163,"AMS1_ADNN3_VMS1_VDNN1.npy, AMS1_ADNN3_VMS1_VDNN2.npy, AMS1_ADNN3_VMS1_VDNN3.npy, AMS1_ADNN3_VMS1_VDNN4.npy, AMS1_ADNN3_VMS1_VDNN5.npy, AMS1_ADNN3_VMS2_VDNN1.npy, AMS1_ADNN3_VMS2_VDNN2.npy, AMS1_ADNN3_VMS2_VDNN3.npy, AMS1_ADNN3_VMS2_VDNN4.npy, AMS1_ADNN3_VMS2_VDNN5.npy, AMS1_ADNN3_VMS3_VDNN1.npy, AMS1_ADNN3_VMS3_VDNN2.npy, AMS1_ADNN3_VMS3_VDNN3.npy, AMS1_ADNN3_VMS3_VDNN4.npy, AMS1_ADNN3_VMS3_VDNN5.npy, AMS1_ADNN3_VMS4_VDNN1.npy, AMS1_ADNN3_VMS4_VDNN2.npy, AMS1_ADNN3_VMS4_VDNN3.npy, AMS1_ADNN3_VMS4_VDNN4.npy, AMS1_ADNN3_VMS4_VDNN5.npy, AMS1_ADNN3_VMS5_VDNN1.npy, AMS1_ADNN3_VMS5_VDNN2.npy, AMS1_ADNN3_VMS5_VDNN3.npy, AMS1_ADNN3_VMS5_VDNN4.npy, AMS1_ADNN3_VMS5_VDNN5.npy",0.0489322307624198,16.517793878885215,45.685869249778754,45,0.0650217367523193,43.28456335844554,47
0.04614786,0.366064129,"AMS1_ADNN4_VMS1_VDNN1.npy, AMS1_ADNN4_VMS1_VDNN2.npy, AMS1_ADNN4_VMS1_VDNN3.npy, AMS1_ADNN4_VMS1_VDNN4.npy, AMS1_ADNN4_VMS1_VDNN5.npy, AMS1_ADNN4_VMS2_VDNN1.npy, AMS1_ADNN4_VMS2_VDNN2.npy, AMS1_ADNN4_VMS2_VDNN3.npy, AMS1_ADNN4_VMS2_VDNN4.npy, AMS1_ADNN4_VMS2_VDNN5.npy, AMS1_ADNN4_VMS3_VDNN1.npy, AMS1_ADNN4_VMS3_VDNN2.npy, AMS1_ADNN4_VMS3_VDNN3.npy, AMS1_ADNN4_VMS3_VDNN4.npy, AMS1_ADNN4_VMS3_VDNN5.npy, AMS1_ADNN4_VMS4_VDNN1.npy, AMS1_ADNN4_VMS4_VDNN2.npy, AMS1_ADNN4_VMS4_VDNN3.npy, AMS1_ADNN4_VMS4_VDNN4.npy, AMS1_ADNN4_VMS4_VDNN5.npy, AMS1_ADNN4_VMS5_VDNN1.npy, AMS1_ADNN4_VMS5_VDNN2.npy, AMS1_ADNN4_VMS5_VDNN3.npy, AMS1_ADNN4_VMS5_VDNN4.npy, AMS1_ADNN4_VMS5_VDNN5.npy",0.0493370964562763,17.108147253912144,48.002052307128906,50,0.0625625635467529,42.73124842602593,48
0.04614786,0.00583815967,"AMS1_ADNN5_VMS1_VDNN1.npy, AMS1_ADNN5_VMS1_VDNN2.npy, AMS1_ADNN5_VMS1_VDNN3.npy, AMS1_ADNN5_VMS1_VDNN4.npy, AMS1_ADNN5_VMS1_VDNN5.npy, AMS1_ADNN5_VMS2_VDNN1.npy, AMS1_ADNN5_VMS2_VDNN2.npy, AMS1_ADNN5_VMS2_VDNN3.npy, AMS1_ADNN5_VMS2_VDNN4.npy, AMS1_ADNN5_VMS2_VDNN5.npy, AMS1_ADNN5_VMS3_VDNN1.npy, AMS1_ADNN5_VMS3_VDNN2.npy, AMS1_ADNN5_VMS3_VDNN3.npy, AMS1_ADNN5_VMS3_VDNN4.npy, AMS1_ADNN5_VMS3_VDNN5.npy, AMS1_ADNN5_VMS4_VDNN1.npy, AMS1_ADNN5_VMS4_VDNN2.npy, AMS1_ADNN5_VMS4_VDNN3.npy, AMS1_ADNN5_VMS4_VDNN4.npy, AMS1_ADNN5_VMS4_VDNN5.npy, AMS1_ADNN5_VMS5_VDNN1.npy, AMS1_ADNN5_VMS5_VDNN2.npy, AMS1_ADNN5_VMS5_VDNN3.npy, AMS1_ADNN5_VMS5_VDNN4.npy, AMS1_ADNN5_VMS5_VDNN5.npy",0.0522031470016711,16.121135650010817,46.472154855728114,50,0.0628035360870361,42.30423946843643,48
0.04614786,28.762206,"AMS1_ADNN6_VMS1_VDNN1.npy, AMS1_ADNN6_VMS1_VDNN2.npy, AMS1_ADNN6_VMS1_VDNN3.npy, AMS1_ADNN6_VMS1_VDNN4.npy, AMS1_ADNN6_VMS1_VDNN5.npy, AMS1_ADNN6_VMS2_VDNN1.npy, AMS1_ADNN6_VMS2_VDNN2.npy, AMS1_ADNN6_VMS2_VDNN3.npy, AMS1_ADNN6_VMS2_VDNN4.npy, AMS1_ADNN6_VMS2_VDNN5.npy, AMS1_ADNN6_VMS3_VDNN1.npy, AMS1_ADNN6_VMS3_VDNN2.npy, AMS1_ADNN6_VMS3_VDNN3.npy, AMS1_ADNN6_VMS3_VDNN4.npy, AMS1_ADNN6_VMS3_VDNN5.npy, AMS1_ADNN6_VMS4_VDNN1.npy, AMS1_ADNN6_VMS4_VDNN2.npy, AMS1_ADNN6_VMS4_VDNN3.npy, AMS1_ADNN6_VMS4_VDNN4.npy, AMS1_ADNN6_VMS4_VDNN5.npy, AMS1_ADNN6_VMS5_VDNN1.npy, AMS1_ADNN6_VMS5_VDNN2.npy, AMS1_ADNN6_VMS5_VDNN3.npy, AMS1_ADNN6_VMS5_VDNN4.npy, AMS1_ADNN6_VMS5_VDNN5.npy",0.0484768323297506,16.803588549103388,48.449683189392125,50,0.0642096110290527,42.82198860243879,48
0.04614786,117.181603,"AMS1_ADNN7_VMS1_VDNN1.npy, AMS1_ADNN7_VMS1_VDNN2.npy, AMS1_ADNN7_VMS1_VDNN3.npy, AMS1_ADNN7_VMS1_VDNN4.npy, AMS1_ADNN7_VMS1_VDNN5.npy, AMS1_ADNN7_VMS2_VDNN1.npy, AMS1_ADNN7_VMS2_VDNN2.npy, AMS1_ADNN7_VMS2_VDNN3.npy, AMS1_ADNN7_VMS2_VDNN4.npy, AMS1_ADNN7_VMS2_VDNN5.npy, AMS1_ADNN7_VMS3_VDNN1.npy, AMS1_ADNN7_VMS3_VDNN2.npy, AMS1_ADNN7_VMS3_VDNN3.npy, AMS1_ADNN7_VMS3_VDNN4.npy, AMS1_ADNN7_VMS3_VDNN5.npy, AMS1_ADNN7_VMS4_VDNN1.npy, AMS1_ADNN7_VMS4_VDNN2.npy, AMS1_ADNN7_VMS4_VDNN3.npy, AMS1_ADNN7_VMS4_VDNN4.npy, AMS1_ADNN7_VMS4_VDNN5.npy, AMS1_ADNN7_VMS5_VDNN1.npy, AMS1_ADNN7_VMS5_VDNN2.npy, AMS1_ADNN7_VMS5_VDNN3.npy, AMS1_ADNN7_VMS5_VDNN4.npy, AMS1_ADNN7_VMS5_VDNN5.npy",0.0489668966971873,17.091957337459046,45.98965224583306,50,0.0640398910675049,43.639856770682485,46
1.11582564,8.74767114,"AMS2_ADNN1_VMS1_VDNN1.npy, AMS2_ADNN1_VMS1_VDNN2.npy, AMS2_ADNN1_VMS1_VDNN3.npy, AMS2_ADNN1_VMS1_VDNN4.npy, AMS2_ADNN1_VMS1_VDNN5.npy, AMS2_ADNN1_VMS2_VDNN1.npy, AMS2_ADNN1_VMS2_VDNN2.npy, AMS2_ADNN1_VMS2_VDNN3.npy, AMS2_ADNN1_VMS2_VDNN4.npy, AMS2_ADNN1_VMS2_VDNN5.npy, AMS2_ADNN1_VMS3_VDNN1.npy, AMS2_ADNN1_VMS3_VDNN2.npy, AMS2_ADNN1_VMS3_VDNN3.npy, AMS2_ADNN1_VMS3_VDNN4.npy, AMS2_ADNN1_VMS3_VDNN5.npy, AMS2_ADNN1_VMS4_VDNN1.npy, AMS2_ADNN1_VMS4_VDNN2.npy, AMS2_ADNN1_VMS4_VDNN3.npy, AMS2_ADNN1_VMS4_VDNN4.npy, AMS2_ADNN1_VMS4_VDNN5.npy, AMS2_ADNN1_VMS5_VDNN1.npy, AMS2_ADNN1_VMS5_VDNN2.npy, AMS2_ADNN1_VMS5_VDNN3.npy, AMS2_ADNN1_VMS5_VDNN4.npy, AMS2_ADNN1_VMS5_VDNN5.npy",0.1829038982240159,15.082048796636236,38.236214613914456,50,0.0825768081420898,40.08985714455126,49
1.11582564,24.4029475,"AMS2_ADNN2_VMS1_VDNN1.npy, AMS2_ADNN2_VMS1_VDNN2.npy, AMS2_ADNN2_VMS1_VDNN3.npy, AMS2_ADNN2_VMS1_VDNN4.npy, AMS2_ADNN2_VMS1_VDNN5.npy, AMS2_ADNN2_VMS2_VDNN1.npy, AMS2_ADNN2_VMS2_VDNN2.npy, AMS2_ADNN2_VMS2_VDNN3.npy, AMS2_ADNN2_VMS2_VDNN4.npy, AMS2_ADNN2_VMS2_VDNN5.npy, AMS2_ADNN2_VMS3_VDNN1.npy, AMS2_ADNN2_VMS3_VDNN2.npy, AMS2_ADNN2_VMS3_VDNN3.npy, AMS2_ADNN2_VMS3_VDNN4.npy, AMS2_ADNN2_VMS3_VDNN5.npy, AMS2_ADNN2_VMS4_VDNN1.npy, AMS2_ADNN2_VMS4_VDNN2.npy, AMS2_ADNN2_VMS4_VDNN3.npy, AMS2_ADNN2_VMS4_VDNN4.npy, AMS2_ADNN2_VMS4_VDNN5.npy, AMS2_ADNN2_VMS5_VDNN1.npy, AMS2_ADNN2_VMS5_VDNN2.npy, AMS2_ADNN2_VMS5_VDNN3.npy, AMS2_ADNN2_VMS5_VDNN4.npy, AMS2_ADNN2_VMS5_VDNN5.npy",0.1824233074438258,14.191210414510392,39.69226592425796,55,0.0852700424926757,39.827999088538945,49
1.11582564,103.460163,"AMS2_ADNN3_VMS1_VDNN1.npy, AMS2_ADNN3_VMS1_VDNN2.npy, AMS2_ADNN3_VMS1_VDNN3.npy, AMS2_ADNN3_VMS1_VDNN4.npy, AMS2_ADNN3_VMS1_VDNN5.npy, AMS2_ADNN3_VMS2_VDNN1.npy, AMS2_ADNN3_VMS2_VDNN2.npy, AMS2_ADNN3_VMS2_VDNN3.npy, AMS2_ADNN3_VMS2_VDNN4.npy, AMS2_ADNN3_VMS2_VDNN5.npy, AMS2_ADNN3_VMS3_VDNN1.npy, AMS2_ADNN3_VMS3_VDNN2.npy, AMS2_ADNN3_VMS3_VDNN3.npy, AMS2_ADNN3_VMS3_VDNN4.npy, AMS2_ADNN3_VMS3_VDNN5.npy, AMS2_ADNN3_VMS4_VDNN1.npy, AMS2_ADNN3_VMS4_VDNN2.npy, AMS2_ADNN3_VMS4_VDNN3.npy, AMS2_ADNN3_VMS4_VDNN4.npy, AMS2_ADNN3_VMS4_VDNN5.npy, AMS2_ADNN3_VMS5_VDNN1.npy, AMS2_ADNN3_VMS5_VDNN2.npy, AMS2_ADNN3_VMS5_VDNN3.npy, AMS2_ADNN3_VMS5_VDNN4.npy, AMS2_ADNN3_VMS5_VDNN5.npy",0.1783387783183258,14.80889654939404,41.509318351745605,45,0.0850463908843994,40.71194924708234,47
